title,cleaned_title,sentiment_label,source
"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",a the largest elevator market in the world chinese output of elevator continued to rise to 262000 unit in 2009 up about 5 yronyr,positive,financial_phrasebank
Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,aspocomp intends to set up a plant to manufacture printed circuit board with an investment of rs310 crore,neutral,financial_phrasebank
"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",baltic pearl cjsc a subsidiary of shanghai foreign joint investment company is developing a project in st petersburg comprising about a million square meter of residential space two hospital and several school and nursery,neutral,financial_phrasebank
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",biohit oyj develops manufacture and market liquid handling product and diagnostic test system for use in research healthcare and industrial laboratory,neutral,financial_phrasebank
Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,call to the switchboard and directory service have decreased significantly since our employee now have uptodate contact information from all their colleague and customer on their phone and can place the call directly,neutral,financial_phrasebank
"Cargotec 's share capital after the increase totals 64,046,460 euros .",cargotec s share capital after the increase total 64046460 euro,neutral,financial_phrasebank
"Cargotec 's share capital after the increase totals EUR 64,299,180 .",cargotec s share capital after the increase total eur 64299180,neutral,financial_phrasebank
"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",compared with the ftse 100 index which rose 283 point or 05 on the day this wa a relative price change of 23,positive,financial_phrasebank
Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,componenta increased it stake in turkish steel company doktas dokumculuk ticaret ve sanayi a to 926 pct stake in march 2007,positive,financial_phrasebank
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",earnings per share eps are seen at eur 056 up from eur 038,positive,financial_phrasebank
Estonia 's beer market overall grew three percent last year to 130 million liters .,estonia s beer market overall grew three percent last year to 130 million liter,positive,financial_phrasebank
Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,finnish food company raisio oyj hel raivv said on friday it ha wrapped up the divestment of it margarine operation to u sector player bunge ltd nyse bg for eur80m usd119 2 m,neutral,financial_phrasebank
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,finnish lifting equipment maker konecranes hel kcr1v said on 29 july 2009 it ha raised it stake in austrian manipulator maker ac konecranes to 80 and bought german sector player knight europe,positive,financial_phrasebank
Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,finnish paper maker upmkymmene corp on monday announced the sale of it wrapping unit walki wisa to the capman investment group in a move to further concentrate on it core business,neutral,financial_phrasebank
Following the increase the company+EUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,following the increase the companyeur tm s capital total 55 mln romanian lei 198 mln1 56 mln euro,neutral,financial_phrasebank
"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",helsinki afx kci konecranes said it ha raised it stake in mmh holding inc the owner of usbased morris material handling to 909 pct from 745 pct,positive,financial_phrasebank
"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",in 2008 it generated net sale of eur 93 million usd 131 m,neutral,financial_phrasebank
"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .",in august latvijas finieris ordered all production line for a new green veneer mill to be built in ukmerge lithuania,neutral,financial_phrasebank
It delivers a different user experience and enables us to widen the market we can address . '',it delivers a different user experience and enables u to widen the market we can address,positive,financial_phrasebank
Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,jacob ha been supporting storengy s investment of developing storage site since 2006 a owner s engineer,neutral,financial_phrasebank
"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",adpnews jun 30 2009 finnish stainless steel maker outokumpu oyj hel out1v said yesterday it signed a threeyear eur 900 million usd 13 bn revolving credit facility,positive,financial_phrasebank
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,most of the increase in net sale wa due to the acquisition of swedish silva that produce garden tool and boat,positive,financial_phrasebank
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",mr ashley deputy executive chairman of sport direct sold a 43pc stake in the company for more than pound 900m at the time of the float,neutral,financial_phrasebank
One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,one of the challenge in the oil production in the north sea is scale formation that can plug pipeline and halt production,negative,financial_phrasebank
Rental of building equipment accounted for 88 percent of the operating income .,rental of building equipment accounted for 88 percent of the operating income,neutral,financial_phrasebank
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",ruukki s delivery includes steel structure including installation for krakeroy bascule bridge and steel pile for the bridge foundation,neutral,financial_phrasebank
Sanoma will continue to focus on investing in digital media and on strengthening its market positions .,sanoma will continue to focus on investing in digital medium and on strengthening it market position,neutral,financial_phrasebank
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,stockmann wa established in 1862 in finland and it became the first foreign company to enter russia s retail trade market in 1989,neutral,financial_phrasebank
SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,sysopen digia had signed an agreement with the main shareholder of sentera holding in total 7739 of the share capital and vote of sentera,positive,financial_phrasebank
"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .",the acquisition is part of suomen helasto s strategy to expand the lukkoexpert security chain suomen helasto ceo kimmo uusimaki said,neutral,financial_phrasebank
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",the broadbased wig index ended thursday s session 01 pct up at 6500334 pt while the bluechip wig20 wa 113 down at 368715 pt,neutral,financial_phrasebank
The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,the business to be divested generates consolidated net sale of eur 60 million annually and currently ha some 640 employee,neutral,financial_phrasebank
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",the company generates net sale of about 600 mln euro 7755 mln annually and employ 6000,neutral,financial_phrasebank
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,the company plan to expand into the international market through it subsidiary and distributor from 2011 onwards,positive,financial_phrasebank
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,the company plan to spend the proceeds from the right offering for strengthening it balance sheet,neutral,financial_phrasebank
"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",the contract cover the manufacturing surfacetreatment and installation of the steel structure,neutral,financial_phrasebank
"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",the corresponding increase in the share capital eur422 754 ha been entered in the trade register today,neutral,financial_phrasebank
"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",the corresponding increase in the share capital in total eur 30000 wa registered in the finnish trade register on may 8 2008,neutral,financial_phrasebank
"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .",the corresponding increase in the share capital due to these subscription with the warrant in total eur 186074 wa registered with the finnish trade register on january 4 2008,neutral,financial_phrasebank
"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .",the corresponding share capital increase eur 101294550 wa entered in the trade register today,neutral,financial_phrasebank
"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .",the decision to sell a share in lenenergo wa reached in line with fortum s strategic plan to invest mainly in generating asset in russia while lenenergo is a grid company the press release said,positive,financial_phrasebank
"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .",the equipment will expand container handling capacity at namibia s main port of walvis bay on the west coast,positive,financial_phrasebank
The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,the expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment,positive,financial_phrasebank
The Group aims to increase its net sales and comparable operating profit in 2006 .,the group aim to increase it net sale and comparable operating profit in 2006,positive,financial_phrasebank
The order also includes start-up and commissioning services .,the order also includes startup and commissioning service,neutral,financial_phrasebank
"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .",the order consists of capacity expansion maintenance service and new charging functionality the company said,neutral,financial_phrasebank
The phones are targeted at first time users in growth markets .,the phone are targeted at first time user in growth market,neutral,financial_phrasebank
"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .",the repayment of eur 105 million debenture bond is related to the company s previous announcement on october 21 2009 to collect irrevocable selling commitment from the holder of it subordinated debenture bond,neutral,financial_phrasebank
The revenues of the business reached NOK 12 million for 2008 .,the revenue of the business reached nok 12 million for 2008,neutral,financial_phrasebank
"The subscriptions increase Cargotec 's share capital by 36,780 euros .",the subscription increase cargotec s share capital by 36780 euro,positive,financial_phrasebank
"The subscriptions increase Cargotec 's share capital by EUR 27,060 .",the subscription increase cargotec s share capital by eur 27060,positive,financial_phrasebank
"The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should double Atria Russia 's production capacity in the St Petersburg area .",the total area of the gorelovo plant is about 22000 sq m atrium invested about euro 70mn in the plant which should double atrium russia s production capacity in the st petersburg area,positive,financial_phrasebank
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,tielinja generated net sale of 75 mln euro 96 mln in 2005,neutral,financial_phrasebank
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",tikkurila powder coating ha some 50 employee at it four paint plant which generated revenue of eur2 4 m usd3 3 m in 2010,neutral,financial_phrasebank
U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,u district judge douglas p woodlock yesterday extended a jan 17 temporary restraining order until march 7,neutral,financial_phrasebank
"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",uk s sarantel to outsource part of it process to elcoteq plant in estonia london oct 13 bns the british miniature antenna maker sarantel ha signed an agreement to outsource it assembly test and supply chain process to the plant of elcoteq in the estonian capital tallinn,neutral,financial_phrasebank
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",under the rental agreement stockmann wa committed to invest in the building of a bridge over the gogol street or build an underground tunnel for crossing the street by 2004,neutral,financial_phrasebank
We have made long-term investments in developing the system 's implementation model .,we have made longterm investment in developing the system s implementation model,neutral,financial_phrasebank
"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .",with the launch of new 3g handset nokia aim to become the winner in china s 3g market a it did in the 2g market,positive,financial_phrasebank
"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",with this subscription fortum s ownership in tgk10 ha increased to slightly over 76 of share and voting right,neutral,financial_phrasebank
VNH generates annual net sales of about 5 mln eur and employs 21 people .,vnh generates annual net sale of about 5 mln eur and employ 21 people,neutral,financial_phrasebank
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",earnings per share eps for the first quarter 2007 amounted to eur0 07 up from eur0 04,positive,financial_phrasebank
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",jan 6 ford is struggling in the face of slowing truck and suv sale and a surfeit of uptodate gottahave car,negative,financial_phrasebank
"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",rautakesko s business operation in norway and russia acquired in july 2005 are included in the figure of the comparable period impacting sale growth starting from august,neutral,financial_phrasebank
"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",operating profit wa eur 1107 mn up from eur 865 mn,positive,financial_phrasebank
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,peer peugeot fell 081 pct a it sale rose only 63 pct from the same period last year,negative,financial_phrasebank
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,pharmaceutical group orion corp reported a fall in it thirdquarter earnings that were hit by larger expenditure on rd and marketing,negative,financial_phrasebank
"However , the growth margin slowed down due to the financial crisis .",however the growth margin slowed down due to the financial crisis,negative,financial_phrasebank
"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .",significance teleste ha emphasised that with it large size and growing economy a well a the rapid development of it tv service distribution industry poland is viewed a an attractive market,positive,financial_phrasebank
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",we reached agreement with the union that flight will continue a normal finnair spokesman usko maatta said,positive,financial_phrasebank
"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",in finland insurance company pohjola and the finnish motorcyclist association have signed an agreement with the aim of improving motorcyclist traffic safety,positive,financial_phrasebank
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",helsinki afx nokian tyre reported a fourth quarter pretax profit of 615 mln eur up from 486 mln on the back of strong sale,positive,financial_phrasebank
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",kalnapiliotauro grupe kalnapilistauras group which is owned by denmark s royal unibrew raised it market share to 2518 percent from 2374 percent a beer sale for the seven month jumped by 145 percent to 405 million liter,positive,financial_phrasebank
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",kalnapiliotauro grupe kalnapilistauras group which is owned by denmark s royal unibrew raised it market share to 252 percent from 2391 percent a beer sale for the nine month jumped by 114 percent to 5299 million liter,positive,financial_phrasebank
"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",marimekko ha today 20 november signed a license agreement with the swedish chain whereby marimekko will license some of it popular pattern from the 1950s 1960s and 1970s to hm,positive,financial_phrasebank
More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,more staff ha been recruited in japan to further complement it network of close to 50 service location in more than 20 country worldwide,positive,financial_phrasebank
Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .,nokian capacitor equipment will be used to raise the capacity and reliability of the indian grid,positive,financial_phrasebank
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,rautaruukki corporation stock exchange release 3 december 2009 at 12 noon ruukki s construction and engineering division are to further improve and adjust their operation in finland,positive,financial_phrasebank
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",ruukki romania the local arm of finnish metal producer ruukki increased it capital by 900000 euro 114 mln through cash contribution it wa reported on september 19 2006,positive,financial_phrasebank
"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",stx finland oy signed a a preliminary agreement for the building of an environmentally friendly new generation cruise ferry for viking line to manage on between turku finland and stockholm sweden withviking line abp,positive,financial_phrasebank
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,the company now estimate it net sale in 2010 to increase considerably from 2009 and it operating result to be clearly positive,positive,financial_phrasebank
"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",the tower it chose to add due to go into operation in the summer will increase total capacity to 80 broadsheet or 160 tabloid page with the ability to run 32 and 48page product side by side,positive,financial_phrasebank
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",uponor made an operating profit of eur 1510 mn up from eur 1437 mn which made 2007 a record year,positive,financial_phrasebank
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",basware corporation stock exchange release august 31 2010 at 1625 basware signed a large deal with an international industrial group basware will deliver invoice automation solution and connectivity service to an international industrial group,positive,financial_phrasebank
It estimates the operating profit to further improve from the third quarter .,it estimate the operating profit to further improve from the third quarter,positive,financial_phrasebank
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,kazgiprotsvetmet and outotec finland have signed an agreement on strategic cooperation in the marketing and providing of mineral processing and metallurgical plant and related service in kazakhstan and the surrounding country,positive,financial_phrasebank
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,lemcon signed an investment cooperation agreement with the kaluga regional administration last november,positive,financial_phrasebank
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,ruukki forecast a 1520 annual sale growth and a positive pretax result for 2010,positive,financial_phrasebank
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,sale rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effect,positive,financial_phrasebank
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,the growth of net sale ha continued favourably in the middle east and africaand in asia pacific,positive,financial_phrasebank
"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",the new agreement which expands a longestablished cooperation between the company involves the transfer of certain engineering and documentation function from larox to etteplan,positive,financial_phrasebank
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,with this appointment kaupthing bank aim to further coordinate capital market activity within the group and to improve the overall service to client,positive,financial_phrasebank
"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",cencorp headquartered in virkkala finland develops and supply automation solution to the electronics and semiconductor industry that enhance productivity,neutral,financial_phrasebank
"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",following the increase huhtamaki oyj s registered share capital is eur 35870629000 and the number of share outstanding is 105501850,neutral,financial_phrasebank
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",following this increase huhtamaki s registered share capital is eur360 62 m and the number of share outstanding is 106063320,neutral,financial_phrasebank
"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",the company ha also supplied more than 200 mw of power generating equipment for a number of project in papua new guinea including 12 engine of the wartsila 32 type to lihir gold,neutral,financial_phrasebank
"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",under the agreement pfizer ha been funding biotie s research activity on the pde10 phosphodiesterase 10 inhibitor program since it start in late 2006 and ha the sole authority to develop discovered compound,neutral,financial_phrasebank
"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",when the omx market forward mature on may 16 2008 novator finland oy s direct shareholding in amer sport corporation will exceed onefifth 15 of the company s share and voting right,neutral,financial_phrasebank
"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",to prove the efficiency of the china mobile system rod baber an english climber climbed to the mount everest summit and successfully made call,positive,financial_phrasebank
"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",these test are part of a larger campaign which includes various customer trial and demonstration to make lte on 800 mhz commercially viable by this summer nokia siemens head of lte business line reino tammela said,neutral,financial_phrasebank
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",finnish ahlstrom corporation will double it investment in a new specialty glassfiber reinforcement plant in south carolina in the u,positive,financial_phrasebank
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",helsinki on october 22 2008 ssh communication security corp board of director for further information please contact tomi laamanen chairman tel 358 0 400 609 544 distribution nasdaq omx helsinki ltd,neutral,financial_phrasebank
Patrizia adds the acquisition to a portfolio already worth EUR3bn .,patrizia add the acquisition to a portfolio already worth eur3bn,neutral,financial_phrasebank
Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,sale rose to 3009 mln eur compared with last year s 2761 mln eur and in line with 299 mln eur consensus figure,positive,financial_phrasebank
The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,the contract wa signed in august with papua new guineabased lihir gold ltd asx lgl,positive,financial_phrasebank
"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",the offer of some 30 million share aimed to raise more than x20ac 500 million u 640 million wa expected to be completed by oct 9 outokumpu said,neutral,financial_phrasebank
"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .",our extensive cooperation will also bolster sysopen digia s position in the domestic operator market kallioranta add,positive,financial_phrasebank
"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",with this agreement we can continue our good cooperationand at the same time release capital that ha been tied up in ourmachinery operation,positive,financial_phrasebank
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",theodosopoulos said tellabs could be of value to nokia siemens or nortel given it leading supply status with verizon along with highgrowth product,positive,financial_phrasebank
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",we succeeded in increasing our market share of sold apartment comment mr kari kauniskangas head of yit international construction service,positive,financial_phrasebank
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",with capman a a partner we will be able to further develop our business and continue to focus on providing quality restaurant service for our customer say christopher wynne ceo of papa john s russia,positive,financial_phrasebank
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",finnish suominen corporation that specialises in wet wipe nonwovens and flexible packaging report net sale of eur 441 mn in the second quarter of 2010 up from eur 433 mn in the second quarter of 2009,positive,financial_phrasebank
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",finnish telecom software developer tecnomen oyj said on december 5 2006 it won a 33 mln 25 mln euro order to supply an expansion of the charging and messaging system for the mobile and fixed network of brasil telecom,positive,financial_phrasebank
Increased trust of our clients in YIT can be seen as apartment sales accelerated .,increased trust of our client in yit can be seen a apartment sale accelerated,positive,financial_phrasebank
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",adp news dec 11 2008 finnish construction and engineering company outotec oyj omx ote1v said today it won a eur 28 million usd 368 m order to expand the phosphate concentrator in siilinjarvi of norwegian minera,positive,financial_phrasebank
"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",mr priit kasak balti metsamasina s owner said the rakverebased company wish to increase valmet s market share from 27 to a third in a couple of year,positive,financial_phrasebank
"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",ponsse plan to create a network that is based on strong partnership and participates in the production of larger entity than presently,neutral,financial_phrasebank
The bank sees a potential for Getinge share to rise .,the bank see a potential for getinge share to rise,positive,financial_phrasebank
"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",the company recorded revenue of e658 1 million during the fiscal year ended december 2007 an increase of 23 over 2006,positive,financial_phrasebank
The cooperation will double The Switch 's converter capacity .,the cooperation will double the switch s converter capacity,positive,financial_phrasebank
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,the robust growth wa the result of the inclusion of clothing chain lindex in the group in december 2007,positive,financial_phrasebank
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",the six brewery recorded a 52 percent growth in domestic beer sale last year to 27021 million liter from 25688 million liter sold in 2005,positive,financial_phrasebank
"This truly takes efficiency to new heights , '' Mr. Metso adds .",this truly take efficiency to new height mr metso add,positive,financial_phrasebank
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',we hope to increase traffic volume with the opening of freight one scandinavia,positive,financial_phrasebank
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",a january 11 2010 ephc board of director ha approved an increase in the quarterly dividend from 003 to 005 per share,positive,financial_phrasebank
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",finnish cargotec s kalmar the business area providing container handling solution ha been awarded an order for a further ten eone rubbertyred gantry rtg crane from saigon newport company snp in vietnam,positive,financial_phrasebank
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",bilfinger investor cheered the agreement pushing share up 7 or euro 330 to euro 5029 in afternoon trade,positive,financial_phrasebank
"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .",kesko pursues a strategy of healthy focused growth concentrating on sale and service to consumercustomers,positive,financial_phrasebank
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",london afx share in rautaruukki corp have been upgraded to hold from sell by abn amro with the price target raised to 2575 eur from 145 said dealer,positive,financial_phrasebank
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,london marketwatch nokia nok said it s won a fiveyear service contract to run hutchison essar s network operation in nine location in india,positive,financial_phrasebank
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",progress group qpr s representative in saudi arabia and north africa ha signed a framework agreement for a long term strategic relationship with ise,positive,financial_phrasebank
